Supplier Name,Country Code,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
PRINCLE AUSTRALIA,AU-IAL-801482,Z Interautomatica,53,Oplot Battalion,50,Industrial Savings Bank,50,Sparta Battalion,48,Integral,48
RECOVERIES NATIONAL,AU-IAL-801485,Cossack National Guard,59,ORIENTAL REVIEW,59,People s Union,55,Kalmius Battalion,50,Bank Otkritie Financial,48
THE HILLS SHIRE COUNCIL,AU-IAL-801486,The Great Don Army,44,State Enterprise Sevastopol Commercial Seaport,43,United Shipbuilding,43,Free Donbas,41,State enterprise Universal Avia,41
HUDSON GLOBAL RESOURCES AUST P L,AU-IAL-801553,Fedosia Oil Products Supply,47,Russian National Commercial Bank,41,So called Donetsk People s Republic,39,Resort Nizhnyaya Oreanda,39,VAD Aktsionernoe Obshchestvo VAD,38
STATE REVENUE OFFICE VICTORIA,AU-IAL-801779,State enterprise Universal Avia,50,Federal State of Novorossiya,49,State Unitary Enterprise of the Republic of Crimea Chernomorneftegaz,43,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,43,Sberbank of Russia,43
FINANCIAL WISDOM,AU-IAL-801822,Bank Otkritie Financial,56,CB IS Bank,46,Somali Battalion,44,IS Bank,43,Tactical Missiles,42
CREST OFFICE INTERIORS,AU-IAL-801879,Feodosia Enterprise of oil,50,First Crimean Insurance,49,Federal State of Novorossiya,44,International Union of Public Associations Great Don Army,43,Internet Research Agency,43
ALL NETWORK SOLUTIONS,AU-IAL-801961,Army of the South East,47,People s Union,46,Army of the Southeast,43,So called Donetsk People s Republic,43,Somali Battalion,43
ERICOM,AU-IAL-801983,RDIF,40,Smert Battalion,38,Interavtomatika,38,SOVCOMBANK,38,Donetsk Republic,36
OZY CORPORATE TRANSPORT,AU-IAL-802001,Stroygazmontazh Corporation SGM Group,53,Army of the Southeast,45,O VO Technopromexport,45,Army of the South East,44,So called Luhansk Guard,43
FOX COMPUTER MANAGEMENT,AU-IAL-802010,25 January Committee,42,Russian Direct Investment Fund,42,First Crimean Insurance,39,Lenpromtransproyekt,38,Internet Research Agency,38
HERRON TODD WHITE BRISBANE PTY LT,AU-IAL-802034,Sparkling Wine Plant Novy Svet,41,State Enterprise Sparkling Wine Plant Novy Svet,40,The Great Don Army,39,Prizrak Battalion Ghost Brigade,38,Federal United Enterprise Crimea Railway,38
KINECT ENERGY,AU-IAL-802084,ROSNEFT AERO,48,Internet Research Agency,43,NEW EASTERN OUTLK,40,The Great Don Army,39,First Crimean Insurance,39
PROTIVITI,AU-IAL-802089,Otkritie,59,GEOPOLITICA,50,Rostec,40,Donbas People s Militia,38,Donbass People s Militia,36
DMC TAX CONSULTING,AU-IAL-802091,United Shipbuilding,43,Mir Luganschine,42,VTB Bank Public,42,Donetsk Republic,41,Black Sea Bank Development and Reconstruction,41
PATHTECH,AU-IAL-802116,Rostec,43,Otkritie,38,TPE,36,UAC,36,Death Battalion,35
ONEPATH INSURANCE,AU-IAL-802180,First Crimean Insurance,55,The Great Don Army,46,Peace To Luhansk Region,45,Gas Industry Insurance Company SOGAZ,45,Death Battalion,44
ALL DATA AND COMMUNICATIONS,AU-IAL-802200,Russian National Commercial Bank,51,Cossack National Guard,49,Luhansk Economic Union,49,Concern Almaz Antey,48,Black Sea Bank Development and Reconstruction,47
POLCZYNSKI ROBINSON,AU-IAL-802212,Peace To Luhansk Region,52,Donetsk Republic,46,Somali Battalion,46,People s Union,42,Luganskiy Ekonomicheskiy Soyuz,41
FRIGAIR AIR CONDITIONING,AU-IAL-802213,558 Aircraft Repair Plant,45,Prizrak Battalion Ghost Brigade,44,Prizrak Battalion Ghost Battalion,42,Foreign Economic Association Technopromexport,41,Zarya Battalion,41
NSW Land Registry Services,AU-IAL-802281,Industrial Savings Bank,45,Gas Industry Insurance Company SOGAZ,45,Internet Research Agency,44,Institute Giprostroymost Saint Petersburg,42,Peace To Luhansk Region,41
IVE Print,AU-IAL-802285,VEB RF,53,Prizrak Brigade,50,ROSNEFT AERO,48,Zaliv Shipyard,43,United Shipbuilding,43
BASS FLR,AU-IAL-802339,Free Donbass,70,Free Donbas,63,VEB RF,43,Svobodny Donbass,42,Russia Bank,42
AUSTRALIAN COMMUNICATIONS AND MEDIA,AU-IAL-802406,Russian National Commercial Bank,48,Prizrak Battalion Ghost Battalion,47,Foreign Economic Association Technopromexport,45,First Crimean Insurance,45,Gas Industry Insurance Company SOGAZ,45
SOFTWARE ONE AUSTRALIA P L,AU-IAL-800278,Somali Battalion,52,Sparta Battalion,52,Smert Battalion,49,Oplot Battalion,49,State enterprise Universal Avia,49
REDCENTRIC,GRP-IMS-1000930,ORIENTAL REVIEW,48,RDIF,43,Russian Direct Investment Fund,40,Feodosia Enterprise of oil,39,Free Donbas,38
Regus,GRP-IMS-1000931,USC,50,Mostotrest,40,Free Donbas,38,Russia Bank,38,Rostec,36
MSS Facilities Management Ltd Rentokil U,GRP-IMS-1000932,Black Sea Bank Development and Reconstruction,45,Black Sea Bank of Development and Reconstruction,43,So called Lugansk People s Republic,40,Movement Novorossiya of Igor Strelkov,39,Mostotrest Mostotrest,39
Redscout,GRP-IMS-1000933,Narodny Soyuz,48,Mostotrest,44,Rostec,43,Free Donbas,42,Army of the Southeast,41
Recognition Express,GRP-IMS-1000934,People s Union,55,Foreign Economic Association Technopromexport,47,Cossack National Guard,44,Peace To Luhansk Region,43,VO Technopromexport,42
Real Staffing Group,GRP-IMS-1000935,Industrial Savings Bank,48,Federal State of Novorossiya,47,NEW EASTERN OUTLK,44,Sberbank of Russia,43,People s Union,42
Renaix,GRP-IMS-1000936,Free Donbas,47,Genbank,46,Free Donbass,44,RDIF,40,Bank Otkritie Financial,34
Reputation,GRP-IMS-1000937,Sparta Battalion,54,People s Union,50,Death Battalion,48,Smert Battalion,48,Oplot Battalion,48
PHS Compliance PAT Epsilion,GRP-IMS-1001130,Somali Battalion,56,Oplot Battalion,48,Peace To Luhansk Region,48,Sparkling Wine Plant Novy Svet,46,Luhansk Economic Union,45
The Respectory,GRP-IMS-1000938,The Great Don Army,62,Army of the South East,50,Internet Research Agency,47,Army of the Southeast,46,Mostotrest,42
Ennis,GRP-IMS-1001131,Genbank,50,IS Bank,50,CB IS Bank,40,Free Donbas,38,Free Donbass,35
RGW Digital Services,GRP-IMS-1000939,ORIENTAL REVIEW,57,Tactical Missiles,43,Industrial Savings Bank,42,Smert Battalion,40,Donetsk Republic,39
Emergent Business Solutions,GRP-IMS-1001132,Smert Battalion,48,Russian Direct Investment Fund,46,People s Union,44,Black Sea Bank Development and Reconstruction,44,Black Sea Bank of Development and Reconstruction,43
RICOH,GRP-IMS-1000940,RDIF,44,Rostec,36,Dobrolet,31,Otkritie,31,Death Battalion,30
Elanex,GRP-IMS-1001133,Almaz Antey,47,Genbank,46,Sberbank,43,Concern Almaz Antey,40,Mir Luganschine,38
Eighty Seven Associates,GRP-IMS-1001134,Foreign Economic Association Technopromexport,47,State Enterprise Sevastopol Commercial Seaport,43,Sberbank of Russia,39,Donbass People s Militia,38,International Union of Public Associations Great Don Army,38
Right Management,GRP-IMS-1000941,Internet Research Agency,45,Russian Direct Investment Fund,43,Peace To Luhansk Region,41,Bank Otkritie Financial,41,Concern Almaz Antey,40
Egon Zehnder International,GRP-IMS-1001135,Z Interavtomatika IA,52,Z Interautomatica,51,Russian National Commercial Bank,45,Industrial Savings Bank,45,Interavtomatika,44
Right Angle Corporate,GRP-IMS-1000942,United Aircraft,44,Separate Artillery Brigade of the 1st Army Corps,43,Foreign Economic Association Technopromexport,42,Russian National Commercial Bank,42,Peace To Luhansk Region,41
Edes,GRP-IMS-1001136,Free Donbas,40,Free Donbass,38,Almaz Antey Defense,35,People s Union,33,TPE,29
Dr Peter Dorrington Ward,GRP-IMS-1001137,The Great Don Army,48,Free Donbas,46,Free Donbass,44,Prizrak Brigade,41,Research and Production Corporation UralVagonZavod,41
Raczkowski Kwiecinski,GRP-IMS-1000943,Luganskiy Ekonomicheskiy Soyuz,39,Luhansk Economic Union,37,Rostec,37,Tactical Missiles,37,Peace To Luhansk Region,36
DMM Chauffeur Executive Service,GRP-IMS-1001138,So called Donetsk People s Republic,39,State enterprise Universal Avia,39,State Enterprise Sevastopol Commercial Seaport,36,Federativnoye Gosudarstvo Novorossiya,35,Black Sea Bank Development and Reconstruction,34
PWC Vietnam,GRP-IMS-1000944,The Great Don Army,41,CB IS Bank,38,VTB Bank Public,38,NEW EASTERN OUTLK,36,VO TPE,35
Diligent Board Books,GRP-IMS-1001139,Genbank,44,Industrial Savings Bank,42,Sparkling Wine Plant Novy Svet,40,Industrialny Sberegatelny Bank,40,VTB Bank Public,40
Digirati,GRP-IMS-1001140,Integral,50,Prizrak Brigade,43,Z Interavtomatika IA,43,Interavtomatika,43,United Aircraft,43
PWC Embankment All,GRP-IMS-1000945,Concern Almaz Antey,43,CB IS Bank,43,SOVCOMBANK,43,Sberbank Public Sberbank,43,Oplot Battalion,42
Pureprint Group,GRP-IMS-1000946,ROSNEFT AERO,44,Integral,43,Peace To Luhansk Region,42,Institute Giprostroymost Saint Petersburg,39,Donetsk Republic,39
DHL International Uk,GRP-IMS-1001142,Z Interavtomatika IA,55,Z Interautomatica,54,Cossack National Guard,52,Interavtomatika,51,Integral,50
Purple Crane Software,GRP-IMS-1000947,VTB Bank Public,44,Internet Research Agency,44,So called Donetsk People s Republic,43,State Enterprise Sevastopol Commercial Seaport,42,State enterprise Universal Avia,42
Deutsche Bank AG London,GRP-IMS-1001143,Death Battalion,58,Peace To Luhansk Region,48,Smert Battalion,47,Kalmius Battalion,45,The Great Don Army,44
Ptarmigan Media,GRP-IMS-1000948,Prizrak Brigade,47,Russian National Commercial Bank,47,Z Interavtomatika IA,46,Tactical Missiles,44,So called Lugansk Guard,42
De Pinna Notaries,GRP-IMS-1001144,Mostotrest P,48,Donetskaya Narodnaya Respublika,46,Death Battalion,44,Russian Direct Investment Fund,43,Z Interautomatica,41
Dell Computer,GRP-IMS-1001145,NEW EASTERN OUTLK,40,Almaz Antey Defense,38,O VO TPE,38,VO Technopromexport,38,Federal United Enterprise Crimea Railway,38
Provalido,GRP-IMS-1000949,Oplot Battalion,50,Sparta Battalion,48,Promsvyazbank,45,Dobrolyot,44,Zaliv Shipyard,43
Deloitte Touche,GRP-IMS-1001146,Army of the Southeast,44,Army of the South East,43,O VO TPE,43,The Great Don Army,42,Peace To Luhansk Region,42
ProShare,GRP-IMS-1000950,Rostec,57,ROSNEFT AERO,50,Promsvyazbank,48,Mostotrest,44,Lenpromtransproyekt,44
Deepstore Records Management,GRP-IMS-1001147,Internet Research Agency,46,Mostotrest Mostotrest,45,Resort Nizhnyaya Oreanda,42,Black Sea Bank Development and Reconstruction,41,Russian Direct Investment Fund,41
DEEPAK SAREEN ASSOCIATES,GRP-IMS-1001148,Bank Rossiya,44,NEW EASTERN OUTLK,44,Sberbank of Russia,43,Almaz Antey Defense,42,Bank of Russia,42
Interaction Recruitment,GRP-IMS-1001230,Internet Research Agency,51,The Great Don Army,49,Russian Direct Investment Fund,49,Smert Battalion,47,Foreign Economic Association Technopromexport,47
Principal Hotel,GRP-IMS-1000951,ORIENTAL REVIEW,47,Sparkling Wine Plant Novy Svet,44,Prizrak Battalion Ghost Brigade,43,Russian National Commercial Bank,43,Otkritie,43
Datapact Computer Services,GRP-IMS-1001149,ORIENTAL REVIEW,44,State Enterprise Sevastopol Commercial Seaport,42,First Crimean Insurance,41,Internet Research Agency,40,25 January Committee,39
Kantar,GRP-IMS-1000952,VTB Bank,43,Integral,43,Smert Battalion,38,Zarya Battalion,38,Sovkombank,38
Daisy Communications,GRP-IMS-1001231,Luhansk Economic Union,52,Somali Battalion,50,Kalmius Battalion,49,Cossack National Guard,48,Death Battalion,46
Danielle Jade,GRP-IMS-1001150,Donbas People s Militia,39,So called Luhansk Guard,39,So called Lugansk Guard,39,ZELENODOLSK SHYARD,39,Donbass People s Militia,38
Muller Milk Ingredients,GRP-IMS-1001151,So called Luhansk Guard,43,So called Lugansk Guard,43,ORIENTAL REVIEW,42,Donbas People s Militia,39,Donbass People s Militia,38
Power Office Services,GRP-IMS-1000953,ORIENTAL REVIEW,44,Army of the Southeast,43,Army of the South East,42,Sberbank Public Sberbank,40,Internet Research Agency,40
Intertrust International Management,GRP-IMS-1001232,Russian National Commercial Bank,51,Z Interavtomatika IA,44,Cossack National Guard,42,State enterprise Universal Avia,42,State Concern National Association of producers Massandra,41
Crossland Employment Solicitors,GRP-IMS-1001152,Donbass People s Militia,47,Donbas People s Militia,44,Russian Direct Investment Fund,43,So called Lugansk People s Republic,42,ZELENODOLSK SHYARD,41
interAct Consulting,GRP-IMS-1001233,Interavtomatika,59,Z Interautomatica,56,United Shipbuilding,53,Integral,52,Z Interavtomatika IA,51
Crown Records Management,GRP-IMS-1001153,Internet Research Agency,46,Russian Direct Investment Fund,44,Black Sea Bank Development and Reconstruction,43,Concern Almaz Antey,42,Black Sea Bank of Development and Reconstruction,42
PJG Electrical,GRP-IMS-1000955,Tactical Missiles,52,GEOPOLITICA,48,Z Interautomatica,39,Donbas People s Militia,38,Industrial Savings Bank,38
Instinctif Partners,GRP-IMS-1001234,Institute Giprostroymost Saint Petersburg,43,Industrial Savings Bank,43,Sparta Battalion,40,Tactical Missiles,39,Crimean Republican Enterprise Azov Distillery Plant,37
Coworth Park,GRP-IMS-1001154,Mostotrest P,50,Bulwark,42,Chernomorneftegaz,41,O VO TPE,40,VTB Bank,40
INNO FORCE,GRP-IMS-1001235,O VO TPE,44,People s Union,42,Internet Research Agency,41,Mostotrest,40,ORIENTAL REVIEW,40
Pixel Base,GRP-IMS-1000956,Free Donbas,48,Prizrak Brigade,48,IS Bank,47,Free Donbass,45,NEW EASTERN OUTLK,44
Coutts Robinson,GRP-IMS-1001155,Peace To Luhansk Region,47,Donetsk Republic,45,People s Union,41,Stroygazmontazh Most SGM MOST,41,So called Donetsk People s Republic,40
Infor,GRP-IMS-1001236,Integral,46,RDIF,44,Free Donbas,38,Free Donbass,35,ROSNEFT AERO,35
Robert Walters,GRP-IMS-1000957,ROSNEFT AERO,50.0,Concern Almaz Antey,48,The Great Don Army,44,Smert Battalion,41,United Aircraft,41
Ampito Group,GRP-IMS-1001157,Stroygazmontazh Corporation SGM Group,45,Mostotrest P,42,ROSNEFT AERO,42,Army of the South East,41,The Great Don Army,40
Amp Air,GRP-IMS-1001158,Almaz Antey,44,558 ARP,43,Kalmius Battalion,42,Zaliv Shipyard,38,558 Aircraft Repair Plant,38
Slaughter And May,GRP-IMS-1000958,Army of the South East,46,Almaz Antey,43,Industrialny Sberegatelny Bank,43,Army of the Southeast,42,Gas Industry Insurance Company SOGAZ,42
Amazon Web Services,GRP-IMS-1001159,Smert Battalion,47,Almaz Antey Defense,47,Army of the Southeast,45,Mostotrest P,45,Army of the South East,44
INCADEA GREECE,GRP-IMS-1001238,ORIENTAL REVIEW,48,Integral,45,Internet Research Agency,42,Donetsk Republic,40,GEOPOLITICA,40
SUEZ Recycling and Recovery,GRP-IMS-1000959,Sparkling Wine Plant Novy Svet,46,Black Sea Bank for Development and Reconstruction,45,Black Sea Bank Development and Reconstruction,44,State Enterprise Sparkling Wine Plant Novy Svet,43,Black Sea Bank of Development and Reconstruction,43
Telefonica Tech,GRP-IMS-1001030,Z Interautomatica,44,Death Battalion,40,Interavtomatika,40,Zarya Battalion,40,Vneshekonombank,40
Allied Pickfords,GRP-IMS-1001161,Zaliv Shipyard,47,So called Luhansk Guard,46,So called Lugansk Guard,46,United Aircraft,45,Concern Almaz Antey,40
Simard Ltd T A The Gourmet Society,GRP-IMS-1000960,Army of the South East,50,Army of the Southeast,47,Institute Giprostroymost Saint Petersburg,43,The Great Don Army,42,State Enterprise Magarach of the National Institute of Wine,39
Airmic,GRP-IMS-1001162,UAC,44,Z Interavtomatika IA,38,United Aircraft,38,Somali Battalion,36,Kalmius Battalion,35
Overseas Courier Service London,GRP-IMS-1001031,The Great Don Army,45,So called Donetsk People s Republic,42,Movement Novorossiya of Ignor Strelkov,41,Movement Novorossiya of Igor Strelkov,41,Internet Research Agency,40
The Manor House,GRP-IMS-1001240,Mostotrest Mostotrest,44,Chernomorneftegaz,44,The Great Don Army,42,Sberbank of Russia,42,VO Technopromexport,41
Aiimi,GRP-IMS-1001163,Mir Luganschine,40,Kalmius Battalion,36,Tactical Missiles,36,IS Bank,33,Zaliv Shipyard,32
Shred on Site,GRP-IMS-1000961,The Great Don Army,52,Mostotrest,52,Free Donbas,50,ORIENTAL REVIEW,50,Free Donbass,48
MAKINSON COWELL,GRP-IMS-1001241,Luhansk Economic Union,43,So called Luhansk Guard,42,So called Lugansk Guard,42,First Crimean Insurance,42,People s Union,41
Adrian Lewitt Corporate Tax Services,GRP-IMS-1001164,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,42,Research and Production Corporation UralVagonZavod,42,Crimean Republican Enterprise Azov Distillery Plant,41,Internet Research Agency,40,So called Lugansk People s Republic,39
Nuffield Health CBT,GRP-IMS-1001032,Death Battalion,47,United Aircraft,41,Army of the South East,39,NEW EASTERN OUTLK,39,Internet Research Agency,37
CDK Global,GRP-IMS-1001165,Cossack National Guard,44,Dobrolet,44,Dobrolyot,42,Death Battalion,40,Oplot Battalion,40
NTT Data,GRP-IMS-1001242,Almaz Antey,53,Interavtomatika,52,Z Interautomatica,48,Death Battalion,43,Smert Battalion,43
PHS Datashred,GRP-IMS-1000962,Free Donbas,42,Donetsk Republic,41,Cossack National Guard,40,Free Donbass,40,Mostotrest P,40
Nuffield Health,GRP-IMS-1001033,United Aircraft,47,NEW EASTERN OUTLK,44,ORIENTAL REVIEW,40,ZELENODOLSK SHYARD,36,Almaz Antey Defense,35
Addison Lee,GRP-IMS-1001166,Free Donbas,55,Free Donbass,52,The Great Don Army,48,Death Battalion,46,Smert Battalion,46
Macfarlanes,GRP-IMS-1001243,Mir Luganschine,46,Almaz Antey,45,558 Aircraft Repair Plant,44,Tactical Missiles,43,So called Luhansk Guard,41
Network Technology Solutions UK,GRP-IMS-1001034,NEW EASTERN OUTLK,46,Luhansk Economic Union,45,VO Technopromexport,44,Army of the South East,42,O VO Technopromexport,42
Shibumi,GRP-IMS-1000963,United Shipbuilding,46,Mir Luganschine,45,Zaliv Shipyard,38,Somali Battalion,35,Sobol,33
LYRECO,GRP-IMS-1001244,Rostec,50,Dobrolyot,40,Free Donbas,35,Free Donbass,33,VO TPE,33
Novotel Milton Keynes,GRP-IMS-1001035,Mostotrest Mostotrest,48,Battalion Gvardeysky,44,Tactical Missiles,42,NEW EASTERN OUTLK,42,The Great Don Army,41
Buck Consultants,GRP-IMS-1001168,Industrial Savings Bank,46,Bank Rossiya,43,Luhansk Economic Union,42,Concern Almaz Antey,40,Bank of Russia,40
Seton,GRP-IMS-1000964,Smert Battalion,50,ROSNEFT AERO,47,Sberbank,46,Death Battalion,40,Mostotrest,40
Lygon Group,GRP-IMS-1001245,Dobrolyot,50,ROSNEFT AERO,43,O VO TPE,42,Stroygazmontazh Corporation SGM Group,42,UralVagonZavod,40
Acquia,GRP-IMS-1001169,Russia Bank,47,UAC,44,Bank of Russia,40,CB IS Bank,38,United Aircraft,38
Norman Broadbent Executive Search,GRP-IMS-1001036,Black Sea Bank Development and Reconstruction,44,Black Sea Bank of Development and Reconstruction,42,Internet Research Agency,42,Black Sea Bank for Development and Reconstruction,41,Crimean Republican Enterprise Azov Distillery Plant,38
Accurate Mechanical Services,GRP-IMS-1001170,Tactical Missiles,53,Concern Almaz Antey,43,ORIENTAL REVIEW,42,State enterprise Universal Avia,41,Z Interautomatica,40
ServiceNow Nederland,GRP-IMS-1000965,Sberbank Public Sberbank,45,Chernomorneftegaz,43,So called Luhansk Guard,42,So called Lugansk Guard,42,Peace To Luhansk Region,42
NG Security,GRP-IMS-1001037,Smert Battalion,46,Bank Rossiya,43,NEW EASTERN OUTLK,43,United Shipbuilding,40,Sparta Battalion,37
Bercan Consulting,GRP-IMS-1001171,Sberbank of Russia,51,Industrial Savings Bank,50,Bank Rossiya,48,Luhansk Economic Union,46,Bank of Russia,45
Digital and Marketing Consultancy,GRP-IMS-1001172,Bank Otkritie Financial,50,Industrial Savings Bank,46,Russian National Commercial Bank,43,First Crimean Insurance,43,Research and Production Corporation UralVagonZavod,43
Secrutiny,GRP-IMS-1000966,Smert Battalion,50,Sberbank,47,Sparta Battalion,40,Russia Bank,40,Rostec,40
LUNCH TO GO MARKS SPENCER,GRP-IMS-1001247,Peace To Luhansk Region,50,Sparkling Wine Plant Novy Svet,47,Concern Almaz Antey,41,Mir Luganschine,40,Institute Giprostroymost Saint Petersburg,39
NLA media access limited newspaper licen,GRP-IMS-1001038,Donbass People s Militia,41,Donbas People s Militia,38,So called Donetsk People s Republic,37,Sparta Battalion,36,Institute Giprostroymost Saint Petersburg,35
Love Success,GRP-IMS-1001248,Army of the Southeast,42,Army of the South East,41,People s Union,38,Bank of Russia,38,Smert Battalion,37
The Network Collective,GRP-IMS-1001039,State Enterprise Sevastopol Commercial Seaport,41,NEW EASTERN OUTLK,41,So called Donetsk People s Republic,39,25 January Committee,38,State enterprise Universal Avia,38
Batia Infotech Proprofs,GRP-IMS-1001174,O VO Technopromexport,45,Foreign Economic Association Technopromexport,44,Prizrak Battalion Ghost Brigade,44,Donbass People s Militia,43,Donbas People s Militia,43
Scorpio Chauffeur Cars,GRP-IMS-1000967,So called Luhansk Guard,40,So called Lugansk Guard,40,Army of the South East,36,Cossack National Guard,36,First Crimean Insurance,36
